State Code,County Code,Site Number,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
23,5,29,"356 State Street, Portland,  Maine",Maine,Cumberland,Portland,2011-03-12,Parts per billion,6.25,13.0,1,12,Parts per million,0.02925,0.036,9,31,Parts per billion,1.208333,2.0,18,3.0,Parts per million,0.358333,0.4,0,5.0
17,31,4201,750 DUNDEE ROAD,Illinois,Cook,Northbrook,2014-06-26,Parts per billion,1.208333,7.0,21,7,Parts per million,0.027542,0.035,22,32,Parts per billion,0.581818,1.1,21,1.0,Parts per million,0.175,0.2,6,2.0
48,141,37,250 Rim Rd,Texas,El Paso,El Paso,2011-02-06,Parts per billion,8.881818,25.1,3,24,Parts per million,0.029417,0.046,13,39,Parts per billion,0.117391,0.6,11,0.0,Parts per million,0.129167,0.2,0,2.0
6,19,11,"3727 N FIRST ST, FRESNO",California,Fresno,Fresno,2014-03-08,Parts per billion,18.273913,43.0,19,41,Parts per million,0.017583,0.044,10,41,Parts per billion,0.130435,0.4,23,0.0,Parts per million,0.45,0.8,23,9.0
6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2001-10-18,Parts per billion,35.521739,97.0,12,97,Parts per million,0.014708,0.026,9,22,Parts per billion,2.652174,20.0,11,29.0,Parts per million,0.808333,1.3,12,15.0
35,1,23,4700A SAN MATEO NE,New Mexico,Bernalillo,Albuquerque,2013-12-19,Parts per billion,23.779167,38.9,9,36,Parts per million,0.013167,0.028,9,26,Parts per billion,1.216667,3.5,7,4.0,Parts per million,0.5375,0.8,0,9.0
40,21,9002,"P.O. BOX 948   TAHLEQUAH, OK  74464",Oklahoma,Cherokee,Park Hill,2008-11-10,Parts per billion,3.9,8.0,0,8,Parts per million,0.023059,0.025,5,21,Parts per billion,0.4,1.0,5,1.0,Parts per million,0.005882,0.1,0,1.0
6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,2011-06-10,Parts per billion,5.778261,10.3,5,9,Parts per million,0.029417,0.033,13,28,Parts per billion,3.368182,3.6,11,4.0,Parts per million,0.283333,0.3,0,3.0
6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,2004-07-15,Parts per billion,25.478261,59.0,7,56,Parts per million,0.016292,0.029,8,25,Parts per billion,3.304348,10.0,7,14.0,Parts per million,1.070833,1.7,9,19.0
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2014-01-26,Parts per billion,1.434783,4.0,2,4,Parts per million,0.04095,0.045,12,42,Parts per billion,1.043478,2.0,2,3.0,Parts per million,0.183333,0.2,4,2.0
22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,2006-05-02,Parts per billion,16.333333,30.0,4,28,Parts per million,0.023917,0.042,10,36,Parts per billion,2.304348,8.0,21,11.0,Parts per million,0.325,0.4,6,5.0
22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,2000-08-07,Parts per billion,16.333333,29.0,22,27,Parts per million,0.0265,0.06,9,51,Parts per billion,1.208333,11.0,21,16.0,Parts per million,0.475,0.6,7,7.0
42,91,13,STATE ARMORY - 1046 BELVOIR RD,Pennsylvania,Montgomery,Norristown,2003-09-01,Parts per billion,9.666667,12.0,1,11,Parts per million,0.008875,0.013,0,11,Parts per billion,0.083333,1.0,0,1.0,Parts per million,0.608333,0.7,14,8.0
6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,2009-05-15,Parts per billion,3.217391,6.0,2,6,Parts per million,0.0378,0.05,11,42,Parts per billion,1.73913,2.0,0,3.0,Parts per million,0.283333,0.4,16,5.0
48,201,1035,9525 1/2 Clinton Dr,Texas,Harris,Houston,2006-10-17,Parts per billion,18.916667,29.0,17,27,Parts per million,0.008292,0.019,10,16,Parts per billion,3.958333,21.0,13,30.0,Parts per million,0.075,0.2,6,2.0
48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,2004-01-27,Parts per billion,22.166667,34.0,19,32,Parts per million,0.007333,0.016,9,14,Parts per billion,0.375,2.0,22,3.0,Parts per million,0.5625,0.7,22,8.0
6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,2002-03-08,Parts per billion,9.043478,20.0,18,19,Parts per million,0.025619,0.036,10,31,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.2125,0.4,21,5.0
42,73,15,CROTON ST & JEFFERSON ST.,Pennsylvania,Lawrence,New Castle,2006-09-21,Parts per billion,14.136364,22.0,18,21,Parts per million,0.0155,0.037,10,31,Parts per billion,3.181818,5.0,8,7.0,Parts per million,0.483333,0.5,0,6.0
11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2011-07-07,Parts per billion,13.130435,22.0,8,21,Parts per million,0.051667,0.084,10,122,Parts per billion,5.5,19.0,11,27.0,Parts per million,0.3625,0.4,0,5.0
48,141,37,250 Rim Rd,Texas,El Paso,El Paso,2013-01-24,Parts per billion,18.4125,27.5,0,25,Parts per million,0.015625,0.028,10,26,Parts per billion,0.945833,2.2,2,3.0,Parts per million,0.270833,0.7,1,8.0
39,35,60,E. 14TH & ORANGE,Ohio,Cuyahoga,Cleveland,2013-09-10,Parts per billion,6.45,10.0,6,9,Parts per million,0.044375,0.051,12,43,Parts per billion,0.517391,1.0,12,1.0,Parts per million,0.225,0.3,5,3.0
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,2015-09-28,Parts per billion,5.363636,10.0,6,9,Parts per million,0.027875,0.035,11,32,Parts per billion,0.728571,1.2,9,1.0,Parts per million,0.241667,0.3,0,3.0
18,97,73,"NAVAL AVIONICS CENTER, 6125 E. 16TH ST.",Indiana,Marion,Indianapolis (Remainder),2004-04-06,Parts per billion,24.333333,47.0,0,44,Parts per million,0.032333,0.048,12,41,Parts per billion,10.5,25.0,11,36.0,Parts per million,0.558333,0.9,2,10.0
6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,2004-02-04,Parts per billion,15.304348,28.0,19,26,Parts per million,0.008083,0.021,9,18,Parts per billion,1.681818,5.0,10,7.0,Parts per million,0.7,1.0,10,11.0
15,3,10,2052 LAUWILIWILI ST,Hawaii,Honolulu,Not in a city,2015-04-15,Parts per billion,2.5125,6.1,6,6,Parts per million,0.03125,0.033,7,31,Parts per billion,0.394444,1.0,16,1.0,Parts per million,0.616667,0.7,11,8.0
42,49,3,10TH AND MARNE STREETS,Pennsylvania,Erie,Erie,2013-05-05,Parts per billion,5.041667,16.0,1,15,Parts per million,0.053792,0.062,11,74,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.141667,0.3,2,3.0
19,153,30,"1907 CARPENTER, DES MOINES IOWA",Iowa,Polk,Des Moines,2010-10-07,Parts per billion,17.208333,41.0,18,39,Parts per million,0.017625,0.032,9,27,Parts per billion,0.430435,1.1,17,1.0,Parts per million,0.354167,0.8,22,9.0
9,9,27,1JAMES STREET,Connecticut,New Haven,New Haven,2011-03-03,Parts per billion,10.625,40.0,22,38,Parts per million,0.024833,0.037,10,31,Parts per billion,1.25,4.6,23,6.0,Parts per million,0.2125,0.3,21,3.0
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-07-09,Parts per billion,4.095652,5.7,0,5,Parts per million,0.02225,0.027,10,23,Parts per billion,0.581818,0.9,12,0.0,Parts per million,0.3,0.3,0,3.0
48,309,1037,4472 Mazanec Rd,Texas,McLennan,Waco,2013-10-03,Parts per billion,2.341667,3.9,22,3,Parts per million,0.022792,0.032,11,27,Parts per billion,0.204167,1.1,19,1.0,Parts per million,0.1,0.1,0,1.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2008-03-01,Parts per billion,25.791667,53.0,22,50,Parts per million,0.02025,0.045,10,38,Parts per billion,3.0,7.0,10,10.0,Parts per million,0.5625,1.1,0,13.0
48,29,622,7145 Gardner Roas,Texas,Bexar,Not in a city,2008-05-11,Parts per billion,4.090909,6.0,19,6,Parts per million,0.049542,0.061,11,54,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.225,0.4,0,5.0
6,73,3,"1155 REDWOOD AVE., EL CAJON",California,San Diego,El Cajon,2013-01-30,Parts per billion,17.590909,36.0,18,34,Parts per million,0.010708,0.029,10,27,Parts per billion,0.181818,0.4,7,0.0,Parts per million,0.547619,0.8,8,9.0
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,2002-01-05,Parts per billion,12.73913,18.0,1,17,Parts per million,0.003,0.006,7,5,Parts per billion,1.045455,3.0,5,4.0,Parts per million,0.483333,0.6,0,7.0
6,73,1,"80 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,2006-01-11,Parts per billion,33.130435,55.0,11,52,Parts per million,0.018208,0.033,11,28,Parts per billion,4.695652,9.0,9,13.0,Parts per million,0.854167,1.2,0,14.0
51,650,8,"Adjacent to Building 1196, Wythe Landing Loop, NASA-Langley Research Center",Virginia,Hampton City,Hampton,2011-09-21,Parts per billion,2.895833,7.9,23,7,Parts per million,0.026375,0.035,7,30,Parts per billion,0.791667,1.8,23,1.0,Parts per million,0.425,0.5,1,6.0
48,201,1035,9525 1/2 Clinton Dr,Texas,Harris,Houston,2015-11-18,Parts per billion,22.391667,41.0,22,39,Parts per million,0.013333,0.028,12,26,Parts per billion,-0.091667,0.2,13,0.0,Parts per million,0.404167,0.5,0,6.0
56,41,101,Murphy Ridge LOCATED NEAR WYOMING UTAH BORDER,Wyoming,Uinta,Not in a city,2007-06-14,Parts per billion,2.708333,10.0,22,9,Parts per million,0.045167,0.057,9,48,Parts per billion,0.454167,0.8,15,0.0,Parts per million,0.0,0.0,0,0.0
40,143,1127,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,2011-06-22,Parts per billion,10.089474,28.1,20,26,Parts per million,0.032625,0.058,11,49,Parts per billion,0.343478,0.8,11,0.0,Parts per million,0.308333,0.5,6,6.0
17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,2005-10-09,Parts per billion,13.125,40.0,19,38,Parts per million,0.0235,0.035,9,30,Parts per billion,1.125,2.0,16,3.0,Parts per million,0.15,0.4,21,5.0
48,29,55,802 Pecan Valley Drive,Texas,Bexar,San Antonio,2009-11-07,Parts per billion,11.375,26.0,7,25,Parts per million,0.025458,0.041,10,35,Parts per billion,0.652174,5.0,15,7.0,Parts per million,0.6875,0.9,0,10.0
6,73,3,"1155 REDWOOD AVE., EL CAJON",California,San Diego,El Cajon,2011-12-04,Parts per billion,17.916667,37.0,18,35,Parts per million,0.018625,0.035,9,30,Parts per billion,0.220833,0.7,18,0.0,Parts per million,0.6,0.8,3,9.0
12,95,2002,MORRIS BLVD.,Florida,Orange,Winter Park,2004-08-28,Parts per billion,8.541667,25.0,6,24,Parts per million,0.032958,0.05,11,42,Parts per billion,0.291667,2.0,10,3.0,Parts per million,0.170833,0.2,0,2.0
48,201,1035,9525 1/2 Clinton Dr,Texas,Harris,Houston,2007-04-09,Parts per billion,14.125,21.0,16,20,Parts per million,0.015375,0.019,15,16,Parts per billion,3.608696,10.0,17,14.0,Parts per million,0.016667,0.1,18,1.0
48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,2005-06-12,Parts per billion,6.545455,14.0,0,13,Parts per million,0.02975,0.041,9,35,Parts per billion,0.416667,1.0,0,1.0,Parts per million,0.479167,0.7,0,8.0
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,2002-03-25,Parts per billion,18.956522,41.0,6,39,Parts per million,0.021208,0.033,8,28,Parts per billion,1.318182,3.0,9,4.0,Parts per million,0.5875,0.8,23,9.0
34,7,2,266 Spruce Street,New Jersey,Camden,Camden,2015-05-13,Parts per billion,5.125,10.0,10,9,Parts per million,0.030667,0.034,19,31,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.1,0.1,0,1.0
8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,2001-04-17,Parts per billion,24.782609,51.0,21,48,Parts per million,0.01,0.02,11,17,Parts per billion,4.086957,24.0,8,34.0,Parts per million,0.3375,0.6,23,7.0
48,141,58,5050A Yvette Drive,Texas,El Paso,El Paso,2003-01-20,Parts per billion,16.666667,37.0,7,35,Parts per million,0.019667,0.036,11,31,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.3875,0.7,10,8.0
42,133,8,HILL ST.,Pennsylvania,York,York,2011-10-11,Parts per billion,16.541667,29.0,8,27,Parts per million,0.018208,0.03,10,25,Parts per billion,0.125,1.0,6,1.0,Parts per million,0.666667,0.9,7,10.0
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-11-23,Parts per billion,12.347826,24.0,18,23,Parts per million,0.013292,0.028,0,24,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.6375,0.9,23,10.0
48,201,1035,9525 1/2 Clinton Dr,Texas,Harris,Houston,2008-10-28,Parts per billion,24.708333,50.0,21,47,Parts per million,0.015417,0.039,9,33,Parts per billion,0.625,3.0,21,4.0,Parts per million,0.183333,0.4,22,5.0
29,189,7003,"9630 ST CHAS ROCK RD, BREKENRIDGE 63314",Missouri,Saint Louis,Breckenridge Hills,2003-09-25,Parts per billion,17.083333,32.0,19,30,Parts per million,0.013833,0.028,9,24,Parts per billion,1.409091,4.0,23,6.0,Parts per million,0.470833,0.9,23,10.0
34,13,3,360 Clinton Avenue,New Jersey,Essex,Newark,2015-12-21,Parts per billion,30.166667,39.0,19,37,Parts per million,0.004042,0.011,10,10,Parts per billion,0.778261,1.4,7,1.0,Parts per million,0.541667,0.8,22,9.0
6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,2004-03-04,Parts per billion,14.875,30.0,6,28,Parts per million,0.027364,0.036,13,31,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.171429,0.2,0,2.0
40,143,1127,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,2015-04-09,Parts per billion,3.191667,6.8,7,6,Parts per million,0.029333,0.038,14,35,Parts per billion,0.37619,0.7,9,0.0,Parts per million,0.2,0.2,0,2.0
39,61,40,250 WM. HOWARD TAFT,Ohio,Hamilton,Cincinnati,2015-06-05,Parts per billion,14.5,35.0,1,33,Parts per million,0.045042,0.066,10,87,Parts per billion,1.258824,2.5,3,3.0,Parts per million,0.305556,0.5,10,6.0
42,91,13,STATE ARMORY - 1046 BELVOIR RD,Pennsylvania,Montgomery,Norristown,2004-08-16,Parts per billion,12.333333,25.0,20,24,Parts per million,0.024958,0.052,11,44,Parts per billion,2.5,9.0,10,13.0,Parts per million,0.3,0.4,6,5.0
6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2002-10-30,Parts per billion,40.695652,54.0,1,51,Parts per million,0.015167,0.034,10,29,Parts per billion,2.391304,6.0,2,9.0,Parts per million,0.845833,1.1,0,13.0
45,19,46,390 BULLS ISLAND ROAD (AWENDAW) [Cape Romain],South Carolina,Charleston,Not in a city,2006-02-16,Parts per billion,1.416667,3.0,7,3,Parts per million,0.021706,0.041,11,35,Parts per billion,0.318182,1.0,0,1.0,Parts per million,0.083333,0.1,0,1.0
48,201,416,7421 Park Place Blvd,Texas,Harris,Houston,2010-04-27,Parts per billion,18.175,57.2,22,54,Parts per million,0.022111,0.041,13,35,Parts per billion,2.8125,20.9,5,29.0,Parts per million,0.225,0.4,22,5.0
49,35,3006,"1675 SOUTH 600 EAST, SALT LAKE CITY",Utah,Salt Lake,Salt Lake City,2013-01-22,Parts per billion,50.291667,68.0,10,66,Parts per million,0.007083,0.019,10,18,Parts per billion,1.591667,3.2,13,4.0,Parts per million,1.083333,1.7,10,19.0
15,3,10,2052 LAUWILIWILI ST,Hawaii,Honolulu,Not in a city,2015-06-02,Parts per billion,2.791667,7.2,6,7,Parts per million,0.02325,0.027,7,25,Parts per billion,0.795652,1.4,10,1.0,Parts per million,0.604167,0.7,12,8.0
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,2002-07-12,Parts per billion,10.826087,17.0,6,16,Parts per million,0.025417,0.032,11,27,Parts per billion,2.045455,3.0,7,4.0,Parts per million,0.270833,0.3,7,3.0
6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,2004-07-11,Parts per billion,13.26087,21.0,19,20,Parts per million,0.029292,0.049,9,42,Parts per billion,3.608696,4.0,2,6.0,Parts per million,0.95,1.0,6,11.0
42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,2001-12-19,Parts per billion,26.958333,34.0,7,32,Parts per million,0.002125,0.006,0,5,Parts per billion,6.583333,26.0,14,37.0,Parts per million,0.641667,0.8,10,9.0
44,7,1010,"FRANCIS SCHOOL, 64 BOURNE AVE",Rhode Island,Providence,East Providence,2014-01-02,Parts per billion,13.5125,18.5,15,17,Parts per million,0.022083,0.03,23,28,Parts per billion,2.7375,3.9,20,4.0,Parts per million,0.270833,0.4,0,5.0
22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,2008-07-28,Parts per billion,9.25,21.0,2,20,Parts per million,0.021667,0.042,10,36,Parts per billion,1.2625,3.5,0,4.0,Parts per million,0.1,0.1,0,1.0
48,309,1037,4472 Mazanec Rd,Texas,McLennan,Waco,2012-03-02,Parts per billion,4.3875,12.8,7,11,Parts per million,0.02975,0.042,11,36,Parts per billion,0.375,0.5,2,0.0,Parts per million,0.108333,0.2,0,2.0
8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,2002-04-21,Parts per billion,11.347826,30.0,5,28,Parts per million,0.031125,0.049,11,42,Parts per billion,0.26087,3.0,22,4.0,Parts per million,0.354167,0.5,2,6.0
36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2007-05-02,Parts per billion,25.541667,46.0,21,43,Parts per million,0.01625,0.027,10,23,Parts per billion,2.0875,4.8,22,6.0,Parts per million,0.4875,0.6,22,7.0
9,5,5,MOHAWK MOUNTAIN ROAD (see coordinates),Connecticut,Litchfield,Cornwall,2015-02-20,Parts per billion,1.725,2.2,0,2,Parts per million,0.038583,0.042,14,39,Parts per billion,1.075,1.7,19,1.0,Parts per million,0.2,0.2,0,2.0
6,73,1,"80 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,2005-08-03,Parts per billion,7.826087,16.0,6,15,Parts per million,0.032667,0.044,10,37,Parts per billion,2.086957,3.0,9,4.0,Parts per million,0.5375,0.6,7,7.0
6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,2007-05-27,Parts per billion,4.0,6.0,2,6,Parts per million,0.028417,0.037,9,31,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.2,0.2,0,2.0
6,37,4006,"2425 Webster St., Long Beach, CA",California,Los Angeles,Long Beach,2011-07-26,Parts per billion,10.520833,24.0,5,23,Parts per million,0.02175,0.026,21,22,Parts per billion,1.245455,2.3,13,3.0,Parts per million,0.095833,0.2,5,2.0
6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,2005-09-13,Parts per billion,5.521739,12.0,6,11,Parts per million,0.025875,0.039,11,33,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.304167,0.4,10,5.0
36,5,133,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2008-03-24,Parts per billion,25.086957,43.0,5,41,Parts per million,0.021895,0.026,9,22,Parts per billion,6.363636,13.7,6,19.0,Parts per million,0.470833,0.5,7,6.0
6,13,3001,"583 W. 10TH ST., PITTSBURG",California,Contra Costa,Pittsburg,2004-12-25,Parts per billion,11.782609,16.0,17,15,Parts per million,0.002,0.005,8,4,Parts per billion,1.086957,3.0,4,4.0,Parts per million,0.483333,0.7,23,8.0
6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,2008-04-15,Parts per billion,23.695652,39.0,23,37,Parts per million,0.02475,0.042,11,36,Parts per billion,0.826087,2.0,2,3.0,Parts per million,0.275,0.3,0,3.0
36,101,3,"8301 ACKERSON ROAD, Pinnacle State Park",New York,Steuben,Not in a city,2010-06-01,Parts per billion,0.041667,0.3,6,0,Parts per million,0.040458,0.047,11,40,Parts per billion,0.559091,2.4,23,3.0,Parts per million,0.1125,0.2,0,2.0
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2013-06-14,Parts per billion,0.043478,1.0,18,1,Parts per million,0.03125,0.036,11,33,Parts per billion,1.043478,2.0,2,3.0,Parts per million,0.133333,0.3,17,3.0
6,87,3, Center St,California,Santa Cruz,Davenport,2003-11-26,Parts per billion,4.291667,16.0,9,15,Parts per million,0.028875,0.037,9,31,Parts per billion,0.291667,3.0,9,4.0,Parts per million,0.3125,0.4,21,5.0
36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2007-09-25,Parts per billion,32.666667,59.0,19,56,Parts per million,0.027,0.047,9,40,Parts per billion,6.05,12.5,8,17.0,Parts per million,0.5,0.6,19,7.0
11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2007-06-21,Parts per billion,12.791667,33.0,5,31,Parts per million,0.046083,0.067,10,74,Parts per billion,5.416667,20.0,9,29.0,Parts per million,1.020833,1.1,10,13.0
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,2014-05-29,Parts per billion,3.041667,9.0,5,8,Parts per million,0.0375,0.053,11,49,Parts per billion,0.054545,0.4,18,0.0,Parts per million,0.1,0.1,0,1.0
17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,2002-10-02,Parts per billion,22.708333,47.0,2,44,Parts per million,0.01875,0.028,20,24,Parts per billion,1.583333,4.0,7,6.0,Parts per million,1.095833,1.3,0,15.0
9,9,27,1JAMES STREET,Connecticut,New Haven,New Haven,2012-11-28,Parts per billion,14.333333,31.0,21,29,Parts per million,0.015542,0.024,10,20,Parts per billion,0.55,1.1,22,1.0,Parts per million,0.2625,0.4,21,5.0
6,73,3,"1155 REDWOOD AVE., EL CAJON",California,San Diego,El Cajon,2012-02-20,Parts per billion,11.75,26.0,21,25,Parts per million,0.021583,0.04,10,34,Parts per billion,0.066667,0.2,22,0.0,Parts per million,0.3,0.4,21,5.0
42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,2002-03-20,Parts per billion,24.125,41.0,16,39,Parts per million,0.011917,0.021,0,18,Parts per billion,0.041667,1.0,23,1.0,Parts per million,0.327273,0.4,0,5.0
6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,2015-07-28,Parts per billion,1.26087,4.0,8,4,Parts per million,0.024625,0.03,11,28,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.3,0.3,0,3.0
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,2012-03-05,Parts per billion,9.954545,25.0,0,24,Parts per million,0.026,0.039,10,33,Parts per billion,0.372727,1.1,5,1.0,Parts per million,0.370833,0.6,1,7.0
42,3,10,CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD,Pennsylvania,Allegheny,Pittsburgh,2005-06-11,Parts per billion,24.75,37.0,21,35,Parts per million,0.023583,0.057,10,48,Parts per billion,9.125,29.0,12,41.0,Parts per million,0.275,0.4,6,5.0
42,11,9,UGI CO MONGANTOWN RD AND PROSPECT ST,Pennsylvania,Berks,Reading,2000-10-02,Parts per billion,19.043478,36.0,10,34,Parts per million,0.012833,0.035,9,30,Parts per billion,5.173913,10.0,10,14.0,Parts per million,0.4125,0.7,9,8.0
42,125,5,CHARLER01 WASTE TREATMENT PLANT,Pennsylvania,Washington,Charleroi,2011-06-26,Parts per billion,5.083333,12.0,3,11,Parts per million,0.024417,0.043,11,36,Parts per billion,3.833333,5.0,10,7.0,Parts per million,0.608333,0.7,22,8.0
6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2000-02-17,Parts per billion,25.043478,42.0,7,40,Parts per million,0.014417,0.029,9,25,Parts per billion,0.608696,2.0,14,3.0,Parts per million,0.675,1.0,9,11.0
42,125,5,CHARLER01 WASTE TREATMENT PLANT,Pennsylvania,Washington,Charleroi,2000-08-05,Parts per billion,10.541667,27.0,22,25,Parts per million,0.028917,0.061,10,54,Parts per billion,4.25,12.0,9,17.0,Parts per million,0.0,0.0,0,0.0
48,201,416,7421 Park Place Blvd,Texas,Harris,Houston,2014-05-14,Parts per billion,9.233333,22.4,23,21,Parts per million,0.026792,0.042,12,39,Parts per billion,0.05,0.8,19,0.0,Parts per million,0.083333,0.1,0,1.0
29,189,4,"Sunset Hills: 4580 South Lindbergh & Gravios, Sunset Hills, MO 63126",Missouri,Saint Louis,Sunset Hills,2000-10-08,Parts per billion,8.916667,24.0,20,23,Parts per million,0.011542,0.022,9,19,Parts per billion,1.166667,2.0,4,3.0,Parts per million,0.4375,0.5,0,6.0
42,125,5,CHARLER01 WASTE TREATMENT PLANT,Pennsylvania,Washington,Charleroi,2012-07-29,Parts per billion,4.583333,8.0,2,8,Parts per million,0.027167,0.05,11,42,Parts per billion,3.875,7.0,9,10.0,Parts per million,0.241667,0.3,0,3.0
6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2005-07-04,Parts per billion,22.304348,32.0,3,30,Parts per million,0.032917,0.066,11,71,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.279167,0.3,0,3.0
6,73,1007,"330A 12TH AVE., SAN DIEGO, CA. 92112",California,San Diego,San Diego,2002-11-19,Parts per billion,54.130435,80.0,10,79,Parts per million,0.003958,0.009,8,8,Parts per billion,5.26087,14.0,11,20.0,Parts per million,1.641667,2.3,23,26.0
6,85,5,158B JACKSON ST,California,Santa Clara,San Jose,2012-07-12,Parts per billion,11.159091,19.5,10,18,Parts per million,0.02075,0.035,10,30,Parts per billion,0.466667,1.0,12,1.0,Parts per million,0.25,0.3,0,3.0
6,87,3, Center St,California,Santa Cruz,Davenport,2009-09-03,Parts per billion,3.166667,7.0,1,7,Parts per million,0.018333,0.025,9,21,Parts per billion,0.541667,1.0,0,1.0,Parts per million,0.366667,0.4,0,5.0
6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2010-09-16,Parts per billion,10.619048,17.0,6,16,Parts per million,0.026375,0.035,9,30,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.445833,0.6,8,7.0
6,37,5001,"5234 W. 120TH ST., HAWTHORNE",California,Los Angeles,Hawthorne,2000-08-13,Parts per billion,32.913043,53.0,9,50,Parts per million,0.033083,0.064,11,64,Parts per billion,3.347826,9.0,8,13.0,Parts per million,0.554167,0.9,8,10.0
6,73,1018,10537 FLOYD SMITH DRIVE,California,San Diego,El Cajon,2015-02-13,Parts per billion,20.714286,48.0,23,45,Parts per million,0.023941,0.04,11,37,Parts per billion,0.161905,0.4,8,0.0,Parts per million,0.394444,0.6,10,7.0
